composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.937578,543.727449,0.001839,0.449219,0.000000,0.449219,0.273165,273.164800
2,2,8.673448,524.437916,0.001907,0.449219,0.067133,0.516352,0.271129,271.256000
3,2,8.407650,484.687585,0.002063,0.449219,0.394757,0.843975,0.258349,259.817600
4,2,8.255876,241.501918,0.004141,1.230469,0.824561,2.055029,0.124942,127.284800
5,2,8.231261,192.674205,0.005190,2.539062,2.205517,4.744579,0.103149,127.283200
6,3,8.393530,484.632718,0.002063,0.449219,0.461692,0.910910,0.258353,259.765200
7,3,8.136655,231.002560,0.004329,1.230469,0.891268,2.121737,0.122994,125.462400
8,3,8.152793,184.763910,0.005412,2.539062,2.270498,4.809561,0.101289,125.547200
9,3,8.022781,200.477622,0.004988,1.230469,1.220111,2.450580,0.110093,113.913200
10,3,8.089551,157.575848,0.006346,2.539062,2.601449,5.140511,0.088374,113.956000
11,3,8.052862,162.316391,0.006161,3.320312,3.027808,6.348121,0.086758,94.513600
12,4,8.007773,200.458586,0.004989,1.230469,1.286335,2.516804,0.110130,113.886000
13,4,8.076360,157.442331,0.006352,2.539062,2.669023,5.208085,0.088281,113.814400
14,4,7.974102,154.337578,0.006479,3.320312,3.093769,6.414081,0.084811,92.693600
15,4,7.913418,127.228420,0.007860,3.320312,3.422464,6.742777,0.071996,81.210000
16,5,7.899493,127.142849,0.007865,3.320312,3.488962,6.809275,0.071954,81.116800
