composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.477056,65.394031,0.015292,0.445000,0.000000,0.445000,0.001168,1.168000
2,2,9.442900,65.212266,0.015335,0.449219,0.088010,0.537228,0.001168,1.168000
3,2,9.481412,63.716309,0.015695,0.449219,0.444847,0.894066,0.001144,1.144000
4,2,9.496548,56.416758,0.017725,2.511426,2.354468,4.865895,0.001016,1.069000
5,2,9.473331,51.312928,0.019488,1.230469,0.895346,2.125815,0.000936,0.780000
6,3,9.464081,62.868032,0.015906,0.449219,0.511242,0.960461,0.001136,1.156000
7,3,9.611874,56.905974,0.017573,2.539062,2.486375,5.025437,0.001040,1.097000
8,3,9.487432,51.205925,0.019529,1.221133,0.962619,2.183752,0.000940,0.772000
9,3,9.446988,56.318437,0.017756,2.511426,2.743665,5.255091,0.001020,1.041000
10,3,9.480072,51.192188,0.019534,1.230469,1.343565,2.574034,0.000936,0.745000
11,3,9.646456,51.732571,0.019330,3.320312,3.333844,6.654156,0.000940,0.762000
12,4,9.525742,55.682806,0.017959,2.511426,2.867950,5.379376,0.001036,1.089000
13,4,9.561090,50.545509,0.019784,1.230469,1.412698,2.643167,0.000930,0.765000
14,4,9.584256,51.605841,0.019378,3.320312,3.373567,6.693880,0.000952,0.766000
15,4,9.670917,51.782894,0.019311,3.320312,3.746329,7.066642,0.000964,0.753000
16,5,9.570173,50.734515,0.019710,3.320312,3.813491,7.133803,0.000960,0.771000
