Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,1199,0,1199,0.000000,0.017917,6.976432,55.811458,0.449219,0.762681,0.606884,1
1,1.000000,1211,12,1199,0.990917,0.017828,7.046302,56.090937,0.449219,0.762681,0.606884,1
1,5.000000,1254,55,1199,4.385965,0.017515,7.296669,57.092405,0.449219,0.762681,0.606884,1
1,10.000000,1328,129,1199,9.713855,0.017002,7.727533,58.815862,0.449219,0.762681,0.606884,1
1,25.000000,1576,377,1199,23.921320,0.015482,9.171511,64.591771,0.449219,0.762681,0.606884,1
2,0.000000,1199,0,1199,0.000000,0.018019,6.962355,55.495478,0.512695,0.882299,0.803832,2
2,1.000000,1212,12,1200,0.990099,0.017929,7.032101,55.774462,0.512695,0.882299,0.803832,2
2,5.000000,1256,55,1201,4.378981,0.017614,7.281994,56.774032,0.512695,0.882299,0.803832,2
2,10.000000,1329,128,1201,9.706546,0.017100,7.710859,58.480170,0.515604,0.882299,0.803832,2
2,25.000000,1580,378,1202,23.924051,0.015565,9.153346,64.247536,0.516405,0.882299,0.803832,2
3,0.000000,1199,0,1199,0.000000,0.023213,6.953909,43.078567,2.011719,0.971774,0.945565,2
3,1.000000,1210,11,1199,0.909091,0.023102,7.017714,43.287139,2.014622,0.971774,0.945565,2
3,5.000000,1254,55,1199,4.385965,0.022694,7.273169,44.064074,2.029863,0.971774,0.945565,2
3,10.000000,1327,127,1200,9.570460,0.022039,7.691076,45.374199,2.052363,0.971774,0.945565,2
3,25.000000,1570,368,1202,23.566879,0.020072,9.098415,49.819717,2.126040,0.971774,0.945565,2
4,0.000000,1199,0,1199,0.000000,0.018525,6.950576,53.979919,0.825195,0.677404,0.806731,2
4,1.000000,1211,12,1199,0.990917,0.018430,7.020156,54.258239,0.825195,0.677404,0.806731,2
4,5.000000,1255,55,1200,4.382470,0.018117,7.269760,55.198168,0.838730,0.677404,0.806731,2
4,10.000000,1327,127,1200,9.570460,0.017598,7.676408,56.823230,0.839064,0.677404,0.806731,2
4,25.000000,1576,374,1202,23.857868,0.016011,9.125334,62.457896,0.876341,0.677404,0.806731,2
5,0.000000,1199,0,1199,0.000000,0.020972,6.979241,47.682254,4.628906,0.900128,0.728426,2
5,1.000000,1209,10,1199,0.827130,0.020875,7.037382,47.903081,4.631916,0.900128,0.728426,2
5,5.000000,1254,54,1200,4.385965,0.020520,7.296028,48.734006,4.684116,0.900128,0.728426,2
5,10.000000,1321,121,1200,9.235428,0.019981,7.685625,50.047538,4.746888,0.900128,0.728426,2
5,25.000000,1577,375,1202,23.906151,0.018106,9.173802,55.231012,4.944108,0.900128,0.728426,2
6,0.000000,1199,0,1199,0.000000,0.018773,6.950371,53.268845,0.888672,0.930769,0.871154,3
6,1.000000,1213,12,1201,0.989283,0.018675,7.019975,53.547237,0.888672,0.930769,0.871154,3
6,5.000000,1256,54,1202,4.378981,0.018364,7.265852,54.454123,0.902188,0.930769,0.871154,3
6,10.000000,1327,125,1202,9.419744,0.017837,7.675474,56.064036,0.907234,0.930769,0.871154,3
6,25.000000,1580,374,1206,23.860759,0.016221,9.131147,61.647530,0.955562,0.930769,0.871154,3
7,0.000000,1199,0,1199,0.000000,0.023226,6.947860,43.054370,2.075195,0.980874,0.965847,3
7,1.000000,1211,11,1200,0.908340,0.023114,7.011628,43.262895,2.078146,0.980874,0.965847,3
7,5.000000,1256,55,1201,4.378981,0.022707,7.266868,44.039470,2.093637,0.980874,0.965847,3
7,10.000000,1332,128,1204,9.609610,0.022040,7.690236,45.372107,2.119423,0.980874,0.965847,3
7,25.000000,1572,367,1205,23.600509,0.020095,9.082664,49.764550,2.194129,0.980874,0.965847,3
8,0.000000,1199,0,1199,0.000000,0.023147,6.984654,43.201546,6.191406,0.970833,0.966667,3
8,1.000000,1210,10,1200,0.826446,0.023042,7.042861,43.398949,6.198506,0.970833,0.966667,3
8,5.000000,1257,55,1202,4.375497,0.022630,7.305307,44.189959,6.259893,0.970833,0.966667,3
8,10.000000,1327,125,1202,9.419744,0.021988,7.713044,45.479649,6.339453,0.970833,0.966667,3
8,25.000000,1564,359,1205,23.081841,0.020072,9.079190,49.819721,6.597778,0.970833,0.966667,3
9,0.000000,1199,0,1199,0.000000,0.020979,6.975592,47.667657,4.692383,0.932671,0.822369,3
9,1.000000,1210,10,1200,0.826446,0.020882,7.033735,47.888511,4.695469,0.932671,0.822369,3
9,5.000000,1255,54,1201,4.382470,0.020527,7.290271,48.715217,4.748563,0.932671,0.822369,3
9,10.000000,1328,123,1205,9.337349,0.019975,7.690360,50.061469,4.815493,0.932671,0.822369,3
9,25.000000,1582,375,1207,23.830594,0.018111,9.163303,55.214428,5.011821,0.932671,0.822369,3
10,0.000000,1199,0,1199,0.000000,0.020979,6.975489,47.667245,5.004883,0.816752,0.852284,3
10,1.000000,1209,10,1199,0.827130,0.020882,7.033622,47.888055,5.008645,0.816752,0.852284,3
10,5.000000,1256,54,1202,4.378981,0.020524,7.294030,48.722576,5.070921,0.816752,0.852284,3
10,10.000000,1327,123,1204,9.344386,0.019973,7.693683,50.067933,5.148006,0.816752,0.852284,3
10,25.000000,1578,372,1206,23.827630,0.018134,9.139625,55.143586,5.370824,0.816752,0.852284,3
11,0.000000,1199,0,1199,0.000000,0.023233,6.944733,43.041862,2.387695,0.854167,0.983025,3
11,1.000000,1211,11,1200,0.908340,0.023121,7.008512,43.250433,2.392902,0.854167,0.983025,3
11,5.000000,1256,54,1202,4.378981,0.022714,7.263028,44.025535,2.415934,0.854167,0.983025,3
11,10.000000,1328,125,1203,9.563253,0.022059,7.679445,45.332584,2.446936,0.854167,0.983025,3
11,25.000000,1571,366,1205,23.424570,0.020106,9.071925,49.736914,2.545812,0.854167,0.983025,3
12,0.000000,1199,0,1199,0.000000,0.021296,6.975284,46.956171,5.068359,0.971939,0.889213,4
12,1.000000,1210,10,1200,0.826446,0.021197,7.033429,47.177029,5.072121,0.971939,0.889213,4
12,5.000000,1257,54,1203,4.375497,0.020839,7.293807,47.988066,5.135944,0.971939,0.889213,4
12,10.000000,1326,120,1206,9.125189,0.020289,7.674404,49.288990,5.204288,0.971939,0.889213,4
12,25.000000,1584,371,1213,23.800505,0.018378,9.136505,54.413061,5.428293,0.971939,0.889213,4
13,0.000000,1199,0,1199,0.000000,0.023623,6.944528,42.330788,2.451172,1.000000,0.987269,4
13,1.000000,1212,11,1201,0.907591,0.023511,7.008303,42.533481,2.456765,1.000000,0.987269,4
13,5.000000,1257,54,1203,4.375497,0.023099,7.262805,43.291025,2.480957,1.000000,0.987269,4
13,10.000000,1331,124,1207,9.541698,0.022431,7.672858,44.581142,2.510232,1.000000,0.987269,4
13,25.000000,1573,365,1208,23.394787,0.020439,9.069284,48.925161,2.619760,1.000000,0.987269,4
14,0.000000,1199,0,1199,0.000000,0.023155,6.981005,43.186949,6.254883,0.977564,0.977564,4
14,1.000000,1212,10,1202,0.825083,0.023050,7.039238,43.384475,6.262060,0.977564,0.977564,4
14,5.000000,1258,54,1204,4.372019,0.022642,7.296976,44.165999,6.322952,0.977564,0.977564,4
14,10.000000,1329,125,1204,9.405568,0.021995,7.708995,45.464276,6.406507,0.977564,0.977564,4
14,25.000000,1568,359,1209,23.150510,0.020078,9.070095,49.805799,6.661951,0.977564,0.977564,4
15,0.000000,1199,0,1199,0.000000,0.023155,6.980902,43.186537,6.567383,0.890625,1.000000,4
15,1.000000,1210,10,1200,0.826446,0.023050,7.039101,43.383923,6.575235,0.890625,1.000000,4
15,5.000000,1258,55,1203,4.372019,0.022637,7.301344,44.174529,6.644138,0.890625,1.000000,4
15,10.000000,1324,121,1203,9.138973,0.022018,7.685254,45.416565,6.727490,0.890625,1.000000,4
15,25.000000,1568,359,1209,23.150510,0.020064,9.081529,49.840051,7.033837,0.890625,1.000000,4
16,0.000000,1199,0,1199,0.000000,0.023543,6.980697,42.475463,6.630859,1.000000,1.000000,5
16,1.000000,1212,10,1202,0.825083,0.023434,7.038920,42.672921,6.638712,1.000000,1.000000,5
16,5.000000,1263,55,1208,4.354711,0.023020,7.301243,43.440333,6.708500,1.000000,1.000000,5
16,10.000000,1326,121,1205,9.125189,0.022386,7.685042,44.670387,6.794236,1.000000,1.000000,5
16,25.000000,1570,357,1213,23.057325,0.020409,9.078085,48.997237,7.105161,1.000000,1.000000,5
