composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.820753,59.188981,0.016895,0.449219,0.000000,0.449219,0.002152,2.152000
2,2,7.834223,58.982951,0.016954,0.449219,0.063477,0.512695,0.002164,2.164000
3,2,7.821105,57.345206,0.017438,0.449219,0.403047,0.852266,0.002104,2.104000
4,2,7.852751,50.765840,0.019698,2.539062,2.195172,4.734234,0.001860,1.974000
5,2,7.824280,45.918677,0.021778,1.230469,0.821168,2.051637,0.001688,1.413000
6,3,7.820916,56.604727,0.017666,0.449219,0.473203,0.922422,0.002082,2.112000
7,3,7.825931,50.705188,0.019722,2.539062,2.253278,4.792341,0.001868,1.970000
8,3,7.817835,45.894218,0.021789,1.230469,0.885298,2.115766,0.001704,1.425000
9,3,7.848838,50.751012,0.019704,2.539062,2.586934,5.125996,0.001872,1.926000
10,3,7.814255,45.880227,0.021796,1.230469,1.221795,2.452263,0.001692,1.353000
11,3,7.830120,45.991992,0.021743,3.320312,3.007762,6.328075,0.001696,1.386000
12,4,7.848588,49.981191,0.020008,2.539062,2.654277,5.193340,0.001848,1.934000
13,4,7.814126,45.110886,0.022168,1.230469,1.289138,2.519607,0.001672,1.365000
14,4,7.834827,45.994154,0.021742,3.320312,3.076773,6.397085,0.001704,1.382000
15,4,7.825715,45.975700,0.021751,3.320312,3.410071,6.730383,0.001700,1.330000
16,5,7.825569,45.264650,0.022092,3.320312,3.473547,6.793860,0.001684,1.342000
