Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1
1,1.000000,0.017975,7.007985,55.631940,0.449219,1.000000,1.000000,1
1,5.000000,0.017728,7.202358,56.409432,0.449219,1.000000,1.000000,1
1,10.000000,0.017150,7.677492,58.309968,0.449219,1.000000,1.000000,1
1,25.000000,0.015455,9.340461,64.702680,0.445001,1.000000,1.000000,1
2,0.000000,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2
2,1.000000,0.017975,7.007990,55.631961,0.512695,1.000000,1.000000,2
2,5.000000,0.017728,7.202373,56.409491,0.512695,1.000000,1.000000,2
2,10.000000,0.017150,7.677530,58.310119,0.512695,1.000000,1.000000,2
2,25.000000,0.015435,9.339814,64.786473,0.523148,1.000000,1.000000,2
3,0.000000,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2
3,1.000000,0.017975,7.007998,55.631990,0.825195,1.000000,1.000000,2
3,5.000000,0.017727,7.202394,56.409574,0.835347,1.000000,1.000000,2
3,10.000000,0.017150,7.677582,58.310330,0.835347,1.000000,1.000000,2
3,25.000000,0.015455,9.340746,64.703790,0.872204,1.000000,1.000000,2
4,0.000000,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2
4,1.000000,0.017975,7.007998,55.631994,4.662762,1.000000,1.000000,2
4,5.000000,0.017727,7.202392,56.409568,4.674047,1.000000,1.000000,2
4,10.000000,0.017150,7.677578,58.310310,4.719188,1.000000,1.000000,2
4,25.000000,0.015405,9.355276,64.915315,4.939655,1.000000,1.000000,2
5,0.000000,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2
5,1.000000,0.017975,7.007992,55.631966,2.019883,1.000000,1.000000,2
5,5.000000,0.017728,7.202383,56.409531,2.022605,1.000000,1.000000,2
5,10.000000,0.017177,7.654544,58.218174,2.049642,1.000000,1.000000,2
5,25.000000,0.015376,9.381117,65.038079,2.141600,1.000000,1.000000,2
6,0.000000,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3
6,1.000000,0.017975,7.007998,55.631990,0.888672,1.000000,1.000000,3
6,5.000000,0.017727,7.202393,56.409574,0.900273,1.000000,1.000000,3
6,10.000000,0.017150,7.677582,58.310330,0.900273,1.000000,1.000000,3
6,25.000000,0.015428,9.347320,64.816485,0.960702,1.000000,1.000000,3
7,0.000000,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3
7,1.000000,0.017975,7.007993,55.631972,4.727103,1.000000,1.000000,3
7,5.000000,0.017751,7.183721,56.334885,4.728966,1.000000,1.000000,3
7,10.000000,0.017150,7.677562,58.310249,4.796545,1.000000,1.000000,3
7,25.000000,0.015427,9.348339,64.820565,5.031680,1.000000,1.000000,3
8,0.000000,0.018116,6.900000,55.200000,2.075195,1.000000,1.000000,3
8,1.000000,0.017975,7.007990,55.631958,2.083493,1.000000,1.000000,3
8,5.000000,0.017728,7.202380,56.409521,2.086259,1.000000,1.000000,3
8,10.000000,0.017166,7.663848,58.255390,2.114932,1.000000,1.000000,3
8,25.000000,0.015363,9.394434,65.091347,2.205421,1.000000,1.000000,3
9,0.000000,0.018116,6.900000,55.200000,5.004883,1.000000,1.000000,3
9,1.000000,0.017975,7.007998,55.631994,5.047202,1.000000,1.000000,3
9,5.000000,0.017727,7.202392,56.409568,5.057354,1.000000,1.000000,3
9,10.000000,0.017150,7.677578,58.310310,5.113779,1.000000,1.000000,3
9,25.000000,0.015445,9.351311,64.746051,5.355364,1.000000,1.000000,3
10,0.000000,0.018116,6.900000,55.200000,2.387695,1.000000,1.000000,3
10,1.000000,0.017975,7.007990,55.631961,2.397069,1.000000,1.000000,3
10,5.000000,0.017727,7.202386,56.409543,2.404096,1.000000,1.000000,3
10,10.000000,0.017173,7.657970,58.231880,2.426260,1.000000,1.000000,3
10,25.000000,0.015345,9.391532,65.166128,2.607975,1.000000,1.000000,3
11,0.000000,0.018116,6.900000,55.200000,6.191406,1.000000,1.000000,3
11,1.000000,0.017975,7.007998,55.631994,6.225262,1.000000,1.000000,3
11,5.000000,0.017727,7.202392,56.409568,6.236547,1.000000,1.000000,3
11,10.000000,0.017153,7.674297,58.297189,6.318873,1.000000,1.000000,3
11,25.000000,0.015377,9.379828,65.032910,6.642871,1.000000,1.000000,3
12,0.000000,0.018116,6.900000,55.200000,5.068359,1.000000,1.000000,4
12,1.000000,0.017975,7.007998,55.631994,5.110679,1.000000,1.000000,4
12,5.000000,0.017727,7.202392,56.409568,5.124785,1.000000,1.000000,4
12,10.000000,0.017150,7.677577,58.310310,5.178706,1.000000,1.000000,4
12,25.000000,0.015474,9.320830,64.624127,5.404484,1.000000,1.000000,4
13,0.000000,0.018116,6.900000,55.200000,2.451172,1.000000,1.000000,4
13,1.000000,0.017975,7.007990,55.631961,2.460546,1.000000,1.000000,4
13,5.000000,0.017727,7.202386,56.409543,2.469023,1.000000,1.000000,4
13,10.000000,0.017173,7.657970,58.231879,2.491186,1.000000,1.000000,4
13,25.000000,0.015343,9.393816,65.175266,2.671988,1.000000,1.000000,4
14,0.000000,0.018116,6.900000,55.200000,6.254883,1.000000,1.000000,4
14,1.000000,0.017975,7.007993,55.631972,6.289603,1.000000,1.000000,4
14,5.000000,0.017752,7.183083,56.332333,6.291061,1.000000,1.000000,4
14,10.000000,0.017154,7.674283,58.297131,6.384657,1.000000,1.000000,4
14,25.000000,0.015455,9.319658,64.705841,6.693107,1.000000,1.000000,4
15,0.000000,0.018116,6.900000,55.200000,6.567383,1.000000,1.000000,4
15,1.000000,0.017975,7.007998,55.631994,6.609702,1.000000,1.000000,4
15,5.000000,0.017727,7.202392,56.409568,6.619854,1.000000,1.000000,4
15,10.000000,0.017153,7.674297,58.297189,6.713465,1.000000,1.000000,4
15,25.000000,0.015340,9.397394,65.189576,7.086674,1.000000,1.000000,4
16,0.000000,0.018116,6.900000,55.200000,6.630859,1.000000,1.000000,5
16,1.000000,0.017975,7.007998,55.631994,6.673179,1.000000,1.000000,5
16,5.000000,0.017727,7.202392,56.409568,6.687285,1.000000,1.000000,5
16,10.000000,0.017153,7.674297,58.297188,6.778392,1.000000,1.000000,5
16,25.000000,0.015328,9.410301,65.241204,7.175814,1.000000,1.000000,5
