composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.205566,56.422266,0.017723,0.449219,0.000000,0.449219,0.016040,16.040000
2,2,7.205685,56.422740,0.017723,0.449219,0.065762,0.514980,0.016048,16.048000
3,2,7.205571,56.422284,0.017723,0.449219,0.387820,0.837039,0.016056,16.056000
4,2,7.205793,56.423170,0.017723,2.539062,2.134984,4.674047,0.016040,16.040000
5,2,7.205901,56.423602,0.017723,1.230469,0.798937,2.029406,0.016024,16.024000
6,3,7.205564,56.422256,0.017724,0.449219,0.451054,0.900273,0.016088,16.088000
7,3,7.203188,56.412753,0.017726,2.539062,2.198579,4.737641,0.016048,16.048000
8,3,7.205898,56.423590,0.017723,1.230469,0.864527,2.094996,0.016040,16.040000
9,3,7.205793,56.423170,0.017723,2.539062,2.520269,5.059331,0.016048,16.048000
10,3,7.205907,56.423627,0.017723,1.230469,1.185732,2.416201,0.016032,16.032000
11,3,7.205923,56.423691,0.017723,3.320312,2.934804,6.255116,0.016040,16.040000
12,4,7.205791,56.423164,0.017723,2.539062,2.583217,5.122279,0.016056,16.056000
13,4,7.205905,56.423620,0.017723,1.230469,1.250900,2.481369,0.016056,16.056000
14,4,7.205917,56.423667,0.017723,3.320312,3.000393,6.320705,0.016064,16.064000
15,4,7.205594,56.422376,0.017723,3.320312,3.320475,6.640788,0.016056,16.056000
16,5,7.205923,56.423690,0.017723,3.320312,3.384408,6.704721,0.016064,16.064000
