composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.657491,467.517528,0.002139,0.449219,0.000000,0.449219,0.011264,11.264000
2,2,7.643059,463.582809,0.002157,0.449219,0.066198,0.515417,0.011181,11.187200
3,2,7.646741,214.074542,0.004671,1.230469,0.819354,2.049822,0.005153,5.250400
4,2,7.640058,440.797424,0.002269,0.449219,0.396279,0.845498,0.010654,10.717200
5,2,7.665969,177.102702,0.005646,2.539062,2.175611,4.714673,0.004232,5.238400
6,3,7.639830,440.797110,0.002269,0.449219,0.463296,0.912515,0.010655,10.717600
7,3,7.642642,210.245504,0.004756,1.230469,0.892209,2.122678,0.005058,5.162400
8,3,7.675738,149.827630,0.006674,3.320312,3.007221,6.327533,0.003587,3.909600
9,3,7.672347,174.186377,0.005741,2.539062,2.245913,4.784975,0.004174,5.187200
10,3,7.664643,151.893287,0.006584,2.539062,2.568283,5.107346,0.003633,4.700400
11,3,7.641520,187.837182,0.005324,1.230469,1.217838,2.448306,0.004531,4.692800
12,4,7.664853,151.893873,0.006584,2.539062,2.633562,5.172625,0.003635,4.703200
13,4,7.641581,188.098533,0.005316,1.230469,1.282248,2.512716,0.004546,4.707600
14,4,7.673426,146.120993,0.006844,3.320312,3.072533,6.392845,0.003494,3.826400
15,4,7.656851,124.056682,0.008061,3.320312,3.391993,6.712306,0.002975,3.358800
16,5,7.674526,124.619355,0.008024,3.320312,3.468495,6.788808,0.003004,3.388800
