Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018041,6.928492,55.427937,0.449219,0.762681,0.606884,1
1,1.000000,0.017929,7.015243,55.774942,0.449219,0.762681,0.606884,1
1,5.000000,0.017388,7.448999,57.509965,0.449219,0.762681,0.606884,1
1,10.000000,0.016781,7.969506,59.591993,0.449219,0.762681,0.606884,1
1,25.000000,0.015109,9.617778,66.185080,0.449219,0.762681,0.606884,1
2,0.000000,0.018119,6.924387,55.191926,0.512695,0.882299,0.803832,2
2,1.000000,0.018005,7.011141,55.538944,0.512695,0.882299,0.803832,2
2,5.000000,0.017460,7.444614,57.272833,0.512695,0.882299,0.803832,2
2,10.000000,0.016847,7.966180,59.356420,0.513496,0.882299,0.803832,2
2,25.000000,0.015245,9.612096,65.595983,0.507152,0.882299,0.803832,2
3,0.000000,0.018601,6.922532,53.759887,0.825195,0.677404,0.806731,2
3,1.000000,0.018482,7.009280,54.106879,0.825195,0.677404,0.806731,2
3,5.000000,0.017908,7.442420,55.839438,0.825195,0.677404,0.806731,2
3,10.000000,0.017369,7.963912,57.575447,0.906406,0.677404,0.806731,2
3,25.000000,0.015629,9.609222,63.985153,0.860803,0.677404,0.806731,2
4,0.000000,0.021035,6.957449,47.540750,4.628906,0.900128,0.728426,2
4,1.000000,0.020882,7.044334,47.888291,4.628906,0.900128,0.728426,2
4,5.000000,0.020221,7.479732,49.454529,4.674047,0.900128,0.728426,2
4,10.000000,0.019533,8.002447,51.194681,4.764328,0.900128,0.728426,2
4,25.000000,0.017488,9.692686,57.182437,4.963315,0.900128,0.728426,2
5,0.000000,0.023273,6.931397,42.967399,2.011719,0.971774,0.945565,2
5,1.000000,0.023087,7.018272,43.314896,2.011719,0.971774,0.945565,2
5,5.000000,0.022284,7.451789,44.875007,2.022605,0.971774,0.945565,2
5,10.000000,0.021587,7.916408,46.323572,2.048239,0.971774,0.945565,2
5,25.000000,0.019307,9.525971,51.795672,2.108689,0.971774,0.945565,2
6,0.000000,0.018849,6.922927,53.052077,0.888672,0.930769,0.871154,3
6,1.000000,0.018727,7.009615,53.398829,0.888672,0.930769,0.871154,3
6,5.000000,0.018138,7.442755,55.131388,0.888672,0.930769,0.871154,3
6,10.000000,0.017619,7.996207,56.756227,1.001373,0.930769,0.871154,3
6,25.000000,0.015825,9.609551,63.189307,0.930081,0.930769,0.871154,3
7,0.000000,0.021036,6.956584,47.537289,4.692383,0.932671,0.822369,3
7,1.000000,0.020883,7.043649,47.885550,4.692383,0.932671,0.822369,3
7,5.000000,0.020222,7.478710,49.450513,4.738680,0.932671,0.822369,3
7,10.000000,0.019531,8.006145,51.200586,4.834087,0.932671,0.822369,3
7,25.000000,0.017457,9.743365,57.282185,5.062762,0.932671,0.822369,3
8,0.000000,0.023277,6.929932,42.961538,2.075195,0.980874,0.965847,3
8,1.000000,0.023090,7.016626,43.308316,2.075195,0.980874,0.965847,3
8,5.000000,0.022287,7.450267,44.869033,2.086261,0.980874,0.965847,3
8,10.000000,0.021545,7.963431,46.414928,2.119938,0.980874,0.965847,3
8,25.000000,0.019171,9.624457,52.163342,2.175504,0.980874,0.965847,3
9,0.000000,0.021032,6.958629,47.545469,5.004883,0.816752,0.852284,3
9,1.000000,0.020880,7.045694,47.893730,5.004883,0.816752,0.852284,3
9,5.000000,0.020219,7.480847,49.458758,5.061309,0.816752,0.852284,3
9,10.000000,0.019531,8.004091,51.200568,5.174160,0.816752,0.852284,3
9,25.000000,0.017713,9.502881,56.457286,5.257741,0.816752,0.852284,3
10,0.000000,0.023274,6.930957,42.965638,2.387695,0.854167,0.983025,3
10,1.000000,0.023088,7.017711,43.312656,2.387695,0.854167,0.983025,3
10,5.000000,0.022286,7.451017,44.872102,2.400195,0.854167,0.983025,3
10,10.000000,0.021570,7.935320,46.360755,2.488491,0.854167,0.983025,3
10,25.000000,0.019544,9.472222,51.167248,2.486225,0.854167,0.983025,3
11,0.000000,0.023191,6.969654,43.120426,6.191406,0.970833,0.966667,3
11,1.000000,0.023006,7.056348,43.467204,6.191406,0.970833,0.966667,3
11,5.000000,0.022208,7.490563,45.028709,6.236547,0.970833,0.966667,3
11,10.000000,0.021509,7.962686,46.492641,6.339587,0.970833,0.966667,3
11,25.000000,0.019338,9.532861,51.712578,6.537814,0.970833,0.966667,3
12,0.000000,0.021350,6.959024,46.837659,5.068359,0.971939,0.889213,4
12,1.000000,0.021193,7.046029,47.185680,5.068359,0.971939,0.889213,4
12,5.000000,0.020512,7.481302,48.751188,5.124785,0.971939,0.889213,4
12,10.000000,0.019801,8.009857,50.503381,5.240959,0.971939,0.889213,4
12,25.000000,0.017782,9.593152,56.235088,5.416271,0.971939,0.889213,4
13,0.000000,0.023664,6.931352,42.257828,2.451172,1.000000,0.987269,4
13,1.000000,0.023472,7.018046,42.604606,2.451172,1.000000,0.987269,4
13,5.000000,0.022643,7.451471,44.164532,2.463671,1.000000,0.987269,4
13,10.000000,0.021953,7.972642,45.551591,2.586602,1.000000,0.987269,4
13,25.000000,0.019558,9.634614,51.130209,2.591505,1.000000,0.987269,4
14,0.000000,0.023193,6.968789,43.116965,6.254883,0.977564,0.977564,4
14,1.000000,0.023007,7.055663,43.464463,6.254883,0.977564,0.977564,4
14,5.000000,0.022201,7.497915,45.042043,6.306194,0.977564,0.977564,4
14,10.000000,0.021506,7.966384,46.498546,6.409346,0.977564,0.977564,4
