composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,2,39.444386,310.283179,0.003223,0.888672,0.537109,1.425781,0.021142,21.504000
2,2,39.444386,310.283179,0.003223,0.888672,0.537109,1.425781,0.021142,20.961600
3,3,39.440439,310.267390,0.003223,0.888672,0.683594,1.572266,0.021143,21.505600
4,3,39.440439,310.267390,0.003223,0.888672,0.683594,1.572266,0.021143,20.962000
5,3,39.286407,307.807274,0.003249,0.888672,0.683594,1.572266,0.021065,21.384400
6,3,39.286407,307.807274,0.003249,0.888672,0.683594,1.572266,0.021065,20.968000
7,3,39.299379,157.382817,0.006354,1.504355,1.152793,2.657148,0.010747,21.458000
8,3,39.299379,157.382817,0.006354,1.504355,1.152793,2.657148,0.010747,20.915600
9,3,39.132477,302.516000,0.003306,0.888672,1.074219,1.962891,0.020774,20.955200
10,3,39.030375,277.330520,0.003606,2.060547,1.708984,3.769531,0.019093,21.483200
11,3,39.030375,277.330520,0.003606,2.060547,1.708984,3.769531,0.019093,20.940800
12,4,39.282460,307.791486,0.003249,0.888672,0.830078,1.718750,0.021066,21.386000
13,4,39.282460,307.791486,0.003249,0.888672,0.830078,1.718750,0.021066,20.968400
14,4,39.295432,157.367029,0.006355,1.504355,1.299277,2.803633,0.010748,21.459600
15,4,39.295432,157.367029,0.006355,1.504355,1.299277,2.803633,0.010748,20.916000
16,4,39.128530,302.500211,0.003306,0.888672,1.220703,2.109375,0.020775,20.956800
17,4,39.128530,302.500211,0.003306,0.888672,1.220703,2.109375,0.020775,20.955600
18,4,39.143056,156.757525,0.006379,1.504355,1.299277,2.803633,0.010751,21.340000
19,4,39.143056,156.757525,0.006379,1.504355,1.299277,2.803633,0.010751,20.923600
20,4,39.026428,277.314732,0.003606,2.060547,1.855469,3.916016,0.019094,21.484800
21,4,38.917325,155.854599,0.006416,2.676230,2.324668,5.000898,0.010746,21.456400
22,4,39.026428,277.314732,0.003606,2.060547,1.855469,3.916016,0.019094,20.941200
23,4,38.917325,155.854599,0.006416,2.676230,2.324668,5.000898,0.010746,20.914000
24,4,39.000148,277.209612,0.003607,2.060547,1.855469,3.916016,0.019093,21.357200
25,4,39.000148,277.209612,0.003607,2.060547,1.855469,3.916016,0.019093,20.940800
26,4,38.980306,277.130245,0.003608,2.060547,2.246094,4.306641,0.019093,20.940800
27,4,38.993807,156.160526,0.006404,1.504355,1.689902,3.194258,0.010746,20.912400
28,5,39.124583,302.484423,0.003306,0.888672,1.367188,2.255859,0.020776,20.957200
29,5,39.139109,156.741736,0.006380,1.504355,1.445762,2.950117,0.010752,21.341600
30,5,39.139109,156.741736,0.006380,1.504355,1.445762,2.950117,0.010752,20.924000
31,5,38.913378,155.838811,0.006417,2.676230,2.471152,5.147383,0.010747,21.458000
32,5,38.913378,155.838811,0.006417,2.676230,2.471152,5.147383,0.010747,20.914400
33,5,38.996201,277.193823,0.003608,2.060547,2.001953,4.062500,0.019094,21.358800
34,5,38.996201,277.193823,0.003608,2.060547,2.001953,4.062500,0.019094,20.941200
35,5,38.976359,277.114456,0.003609,2.060547,2.392578,4.453125,0.019094,20.942400
36,5,38.976359,277.114456,0.003609,2.060547,2.392578,4.453125,0.019094,20.941200
37,5,38.989859,156.144737,0.006404,1.504355,1.836387,3.340742,0.010746,20.914000
38,5,38.989859,156.144737,0.006404,1.504355,1.836387,3.340742,0.010746,20.912800
39,5,38.887098,155.733691,0.006421,2.676230,2.471152,5.147383,0.010746,21.330400
40,5,38.887098,155.733691,0.006421,2.676230,2.471152,5.147383,0.010746,20.914000
41,5,38.867256,155.654324,0.006424,2.676230,2.861777,5.538008,0.010746,20.914000
42,6,38.972412,277.098667,0.003609,2.060547,2.539062,4.599609,0.019094,20.942800
43,6,38.985912,156.128948,0.006405,1.504355,1.982871,3.487227,0.010747,20.914400
44,6,38.883151,155.717902,0.006422,2.676230,2.617637,5.293867,0.010747,21.332000
45,6,38.883151,155.717902,0.006422,2.676230,2.617637,5.293867,0.010747,20.914400
46,6,38.863309,155.638535,0.006425,2.676230,3.008262,5.684492,0.010747,20.915600
47,6,38.863309,155.638535,0.006425,2.676230,3.008262,5.684492,0.010747,20.914400
48,7,38.859362,155.622746,0.006426,2.676230,3.154746,5.830977,0.010748,20.916000
