Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018116,6.900000,55.200000,0.449219,0.762681,0.606884,1
1,1.000000,0.018031,6.964798,55.459192,0.449219,0.762681,0.606884,1
1,5.000000,0.017460,7.418383,57.273533,0.449219,0.762681,0.606884,1
1,10.000000,0.016999,7.807171,58.828682,0.449219,0.762681,0.606884,1
1,25.000000,0.015373,9.427118,65.049281,0.445000,0.762681,0.606884,1
2,0.000000,0.018182,6.900000,55.000000,0.512695,0.882299,0.803832,2
2,1.000000,0.018097,6.964794,55.259177,0.512695,0.882299,0.803832,2
2,5.000000,0.017521,7.418353,57.073413,0.512695,0.882299,0.803832,2
2,10.000000,0.017057,7.807118,58.628472,0.512695,0.882299,0.803832,2
2,25.000000,0.015402,9.400827,64.926009,0.537228,0.882299,0.803832,2
3,0.000000,0.018657,6.900000,53.600000,0.825195,0.677404,0.806731,2
3,1.000000,0.018567,6.964798,53.859194,0.825195,0.677404,0.806731,2
3,5.000000,0.017962,7.418388,55.673552,0.825195,0.677404,0.806731,2
3,10.000000,0.017474,7.807179,57.228716,0.825195,0.677404,0.806731,2
3,25.000000,0.015752,9.444087,63.483264,0.894066,0.677404,0.806731,2
4,0.000000,0.021186,6.900000,47.200000,4.628906,0.900128,0.728426,2
4,1.000000,0.021071,6.964798,47.459190,4.628906,0.900128,0.728426,2
4,5.000000,0.020402,7.418386,49.014342,4.696617,0.900128,0.728426,2
4,10.000000,0.019877,7.807176,50.310304,4.764328,0.900128,0.728426,2
4,25.000000,0.017861,9.415222,55.988704,4.865895,0.900128,0.728426,2
5,0.000000,0.023364,6.900000,42.800000,2.011719,0.971774,0.945565,2
5,1.000000,0.023224,6.964798,43.059190,2.011719,0.971774,0.945565,2
5,5.000000,0.022480,7.418386,44.484748,2.036214,0.971774,0.945565,2
5,10.000000,0.021782,7.807173,45.910298,2.044380,0.971774,0.945565,2
5,25.000000,0.019573,9.425410,51.090699,2.125815,0.971774,0.945565,2
6,0.000000,0.018904,6.900000,52.900000,0.888672,0.930769,0.871154,3
6,1.000000,0.018811,6.964798,53.159194,0.888672,0.930769,0.871154,3
6,5.000000,0.018191,7.418388,54.973552,0.888672,0.930769,0.871154,3
6,10.000000,0.017690,7.807179,56.528716,0.888672,0.930769,0.871154,3
6,25.000000,0.015963,9.426514,62.644937,0.960461,0.930769,0.871154,3
7,0.000000,0.021186,6.900000,47.200000,4.692383,0.932671,0.822369,3
7,1.000000,0.021071,6.964798,47.459190,4.692383,0.932671,0.822369,3
7,5.000000,0.020402,7.418383,49.014336,4.761828,0.932671,0.822369,3
7,10.000000,0.019877,7.807170,50.310292,4.831274,0.932671,0.822369,3
7,25.000000,0.017706,9.530261,56.477973,5.025437,0.932671,0.822369,3
8,0.000000,0.023364,6.900000,42.800000,2.075195,0.980874,0.965847,3
8,1.000000,0.023224,6.964798,43.059190,2.075195,0.980874,0.965847,3
8,5.000000,0.022480,7.418380,44.484735,2.100092,0.980874,0.965847,3
8,10.000000,0.021782,7.807165,45.910282,2.108391,0.980874,0.965847,3
8,25.000000,0.019722,9.427101,50.705298,2.160422,0.980874,0.965847,3
9,0.000000,0.021186,6.900000,47.200000,5.004883,0.816752,0.852284,3
9,1.000000,0.021071,6.964798,47.459190,5.004883,0.816752,0.852284,3
9,5.000000,0.020402,7.418386,49.014342,5.089521,0.816752,0.852284,3
9,10.000000,0.019877,7.807176,50.310304,5.174160,0.816752,0.852284,3
9,25.000000,0.017892,9.365959,55.890179,5.255091,0.816752,0.852284,3
10,0.000000,0.023364,6.900000,42.800000,2.387695,0.854167,0.983025,3
10,1.000000,0.023224,6.964798,43.059190,2.387695,0.854167,0.983025,3
10,5.000000,0.022480,7.418388,44.484752,2.415820,0.854167,0.983025,3
10,10.000000,0.021782,7.807176,45.910304,2.425195,0.854167,0.983025,3
10,25.000000,0.019608,9.444307,50.998899,2.599625,0.854167,0.983025,3
11,0.000000,0.023364,6.900000,42.800000,6.191406,0.970833,0.966667,3
11,1.000000,0.023224,6.964798,43.059190,6.191406,0.970833,0.966667,3
11,5.000000,0.022480,7.418388,44.484752,6.282129,0.970833,0.966667,3
11,10.000000,0.021749,7.841280,45.978512,6.344646,0.970833,0.966667,3
11,25.000000,0.019502,9.517962,51.275803,6.658613,0.970833,0.966667,3
12,0.000000,0.021505,6.900000,46.500000,5.068359,0.971939,0.889213,4
12,1.000000,0.021386,6.964798,46.759190,5.068359,0.971939,0.889213,4
12,5.000000,0.020698,7.418386,48.314342,5.152998,0.971939,0.889213,4
12,10.000000,0.020157,7.807176,49.610304,5.237637,0.971939,0.889213,4
12,25.000000,0.018096,9.442616,55.260179,5.379376,0.971939,0.889213,4
13,0.000000,0.023753,6.900000,42.100000,2.451172,1.000000,0.987269,4
13,1.000000,0.023608,6.964798,42.359190,2.451172,1.000000,0.987269,4
13,5.000000,0.022839,7.418388,43.784752,2.479297,1.000000,0.987269,4
13,10.000000,0.022113,7.819112,45.222240,2.495083,1.000000,0.987269,4
13,25.000000,0.019884,9.526103,50.290892,2.674632,1.000000,0.987269,4
14,0.000000,0.023364,6.900000,42.800000,6.254883,0.977564,0.977564,4
14,1.000000,0.023224,6.964798,43.059190,6.254883,0.977564,0.977564,4
14,5.000000,0.022480,7.418385,44.484746,6.347340,0.977564,0.977564,4
14,10.000000,0.021755,7.834956,45.965864,6.411412,0.977564,0.977564,4
14,25.000000,0.019525,9.488383,51.216647,6.693880,0.977564,0.977564,4
15,0.000000,0.023364,6.900000,42.800000,6.567383,0.890625,1.000000,4
15,1.000000,0.023224,6.964798,43.059190,6.567383,0.890625,1.000000,4
15,5.000000,0.022480,7.418388,44.484752,6.675033,0.890625,1.000000,4
15,10.000000,0.021659,7.936776,46.169504,6.797568,0.890625,1.000000,4
15,25.000000,0.019509,9.509763,51.259406,7.070971,0.890625,1.000000,4
16,0.000000,0.023753,6.900000,42.100000,6.630859,1.000000,1.000000,5
16,1.000000,0.023608,6.964798,42.359190,6.630859,1.000000,1.000000,5
16,5.000000,0.022839,7.418388,43.784752,6.738509,1.000000,1.000000,5
16,10.000000,0.022084,7.877944,45.281072,6.838147,1.000000,1.000000,5
16,25.000000,0.019861,9.472916,50.350144,7.133803,1.000000,1.000000,5
