composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.248383,454.426074,0.002201,0.449219,0.000000,0.449219,0.010662,10.662400
2,2,7.238927,450.517774,0.002220,0.449219,0.068961,0.518180,0.010580,10.587200
3,2,7.231796,428.522198,0.002334,0.449219,0.384098,0.833316,0.010087,10.146000
4,2,7.238226,208.375429,0.004799,1.230469,0.797580,2.028049,0.004892,4.983600
5,2,7.264723,172.545727,0.005796,2.539062,2.121442,4.660505,0.004024,4.976000
6,3,7.231889,428.522575,0.002334,0.449219,0.448734,0.897953,0.010089,10.146800
7,3,7.234241,205.076436,0.004876,1.230469,0.861324,2.091793,0.004821,4.919600
8,3,7.262444,169.352400,0.005905,2.539062,2.185728,4.724790,0.003954,4.912000
9,3,7.233169,183.195309,0.005459,1.230469,1.181597,2.412065,0.004317,4.467200
10,3,7.263463,148.127997,0.006751,2.539062,2.505318,5.044381,0.003473,4.481200
11,3,7.274228,145.594657,0.006868,3.320312,2.928683,6.248996,0.003380,3.687600
12,4,7.233274,183.195734,0.005459,1.230469,1.246233,2.476702,0.004319,4.470000
13,4,7.260565,147.858834,0.006763,2.539062,2.566218,5.105281,0.003462,4.471200
14,4,7.271976,142.403317,0.007022,3.320312,2.993084,6.313397,0.003322,3.636400
15,4,7.273028,121.179311,0.008252,3.320312,3.313688,6.634000,0.002842,3.207600
16,5,7.273098,120.916086,0.008270,3.320312,3.376162,6.696475,0.002833,3.199600
