Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,2397,0,2397,0.000000,0.017735,7.048312,56.386497,0.449219,0.762681,0.606884,1
1,1.000000,2420,23,2397,0.950413,0.017650,7.115945,56.657028,0.449219,0.762681,0.606884,1
1,5.000000,2502,105,2397,4.196643,0.017355,7.357070,57.621530,0.449219,0.762681,0.606884,1
1,10.000000,2649,252,2397,9.513024,0.016849,7.789332,59.350576,0.449219,0.762681,0.606884,1
1,25.000000,3154,757,2397,24.001268,0.015316,9.274312,65.290495,0.449219,0.762681,0.606884,1
2,0.000000,2397,0,2397,0.000000,0.017872,7.019535,55.952486,0.512695,0.882299,0.803832,2
2,1.000000,2421,23,2398,0.950021,0.017787,7.086927,56.222056,0.512695,0.882299,0.803832,2
2,5.000000,2503,105,2398,4.194966,0.017488,7.327154,57.182961,0.512695,0.882299,0.803832,2
2,10.000000,2651,252,2399,9.505847,0.016980,7.757824,58.893906,0.516352,0.882299,0.803832,2
2,25.000000,3159,757,2402,24.026591,0.015434,9.240134,64.793996,0.525424,0.882299,0.803832,2
3,0.000000,2397,0,2397,0.000000,0.023124,6.987653,43.245223,2.011719,0.971774,0.945565,2
3,1.000000,2421,23,2398,0.950021,0.023006,7.054679,43.466298,2.014622,0.971774,0.945565,2
3,5.000000,2503,105,2398,4.194966,0.022630,7.293950,44.188234,2.029138,0.971774,0.945565,2
3,10.000000,2648,250,2398,9.441088,0.021963,7.716561,45.531836,2.050548,0.971774,0.945565,2
3,25.000000,3154,754,2400,23.969562,0.019992,9.187403,50.020818,2.136613,0.971774,0.945565,2
4,0.000000,2397,0,2397,0.000000,0.018412,6.992876,54.311695,0.825195,0.677404,0.806731,2
4,1.000000,2421,23,2398,0.950021,0.018322,7.059995,54.580170,0.825195,0.677404,0.806731,2
4,5.000000,2503,105,2398,4.194966,0.018014,7.299279,55.513817,0.830609,0.677404,0.806731,2
4,10.000000,2650,251,2399,9.509434,0.017495,7.727570,57.158034,0.846497,0.677404,0.806731,2
4,25.000000,3159,758,2401,24.058246,0.015897,9.206689,62.905129,0.885522,0.677404,0.806731,2
