Workflow_Type,Construction,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
fork_real,1,0.003193,40.699960,313.156908,1.432921,0.750268,0.986610,2
fork_real,48,0.006299,40.522843,158.754729,5.903271,1.000000,1.000000,7
fork_real,46,0.006298,40.530602,158.771038,5.753100,1.000000,1.000000,6
fork_homo,1,0.006280,40.699960,159.234900,1.432921,1.000000,1.000000,2
fork_homo,48,0.006307,40.522843,158.549898,5.903271,1.000000,1.000000,7
fork_homo,46,0.006307,40.530602,158.566207,5.753100,1.000000,1.000000,6
fork_hetero,1,0.000405,40.699960,2468.065012,1.432921,0.519878,0.590707,2
fork_hetero,48,0.001899,40.522843,526.482051,5.903271,1.000000,1.000000,7
fork_hetero,46,0.001896,40.530602,527.460910,5.753100,0.971154,0.969231,6
