composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,2,42.777205,2526.726532,0.000396,0.888672,0.569585,1.458257,0.030585,30.689200
2,2,42.777205,2526.726532,0.000396,0.888672,0.569585,1.458257,0.030585,30.689200
3,3,42.781164,2526.351948,0.000396,0.888672,0.722493,1.611165,0.030587,30.673600
4,3,42.781164,2526.351948,0.000396,0.888672,0.722493,1.611165,0.030587,30.673600
5,3,42.694762,2503.778704,0.000399,0.888672,0.721238,1.609910,0.030319,30.425600
6,3,42.694762,2503.778704,0.000399,0.888672,0.721238,1.609910,0.030319,30.425600
7,3,42.750889,2522.804592,0.000396,1.504355,1.213628,2.717983,0.030566,30.666000
8,3,42.750889,2522.804592,0.000396,1.504355,1.213628,2.717983,0.030566,30.666000
9,3,42.666397,2439.794356,0.000410,0.888672,1.131334,2.020006,0.029552,29.758400
10,3,42.630282,751.529515,0.001331,2.060547,1.785885,3.846432,0.009149,12.314400
11,3,42.630282,751.529515,0.001331,2.060547,1.785885,3.846432,0.009149,12.314400
12,4,42.710080,2502.856388,0.000400,0.888672,0.878770,1.767441,0.030308,30.396800
13,4,42.710080,2502.856388,0.000400,0.888672,0.878770,1.767441,0.030308,30.396800
14,4,42.764157,2521.876681,0.000397,1.504355,1.371855,2.876210,0.030554,30.634800
15,4,42.764157,2521.876681,0.000397,1.504355,1.371855,2.876210,0.030554,30.634800
16,4,42.673536,2439.388085,0.000410,0.888672,1.284385,2.173057,0.029554,29.741600
17,4,42.673536,2439.388085,0.000410,0.888672,1.284385,2.173057,0.029554,29.741600
18,4,42.720001,2502.127381,0.000400,1.504355,1.359921,2.864276,0.030352,30.456400
19,4,42.720001,2502.127381,0.000400,1.504355,1.359921,2.864276,0.030352,30.456400
20,4,42.643364,749.967151,0.001333,2.060547,1.947991,4.008538,0.009111,12.257600
21,4,42.691478,625.757617,0.001598,2.676230,2.445016,5.121247,0.007622,12.316400
22,4,42.643364,749.967151,0.001333,2.060547,1.947991,4.008538,0.009111,12.257600
23,4,42.691478,625.757617,0.001598,2.676230,2.445016,5.121247,0.007622,12.316400
24,4,42.621802,730.567033,0.001369,2.060547,1.942500,4.003047,0.008897,12.067200
25,4,42.621802,730.567033,0.001369,2.060547,1.942500,4.003047,0.008897,12.067200
26,4,42.633973,666.309186,0.001501,2.060547,2.332039,4.392586,0.008090,11.368000
27,4,42.669200,2438.578888,0.000410,1.504355,1.763792,3.268148,0.029594,29.793200
28,5,42.664465,2439.543594,0.000410,0.888672,1.427516,2.316187,0.029567,29.734400
29,5,42.735555,2501.205075,0.000400,1.504355,1.518599,3.022954,0.030340,30.424400
30,5,42.735555,2501.205075,0.000400,1.504355,1.518599,3.022954,0.030340,30.424400
31,5,42.655937,624.758040,0.001601,2.676230,2.589294,5.265525,0.007611,12.285200
32,5,42.655937,624.758040,0.001601,2.676230,2.589294,5.265525,0.007611,12.285200
33,5,42.638093,729.609159,0.001371,2.060547,2.102777,4.163324,0.008873,12.024800
34,5,42.638093,729.609159,0.001371,2.060547,2.102777,4.163324,0.008873,12.024800
35,5,42.633855,665.275867,0.001503,2.060547,2.495418,4.555965,0.008062,11.319600
36,5,42.633855,665.275867,0.001503,2.060547,2.495418,4.555965,0.008062,11.319600
37,5,42.725098,2440.383832,0.000410,1.504355,1.908100,3.412455,0.029647,29.827600
38,5,42.725098,2440.383832,0.000410,1.504355,1.908100,3.412455,0.029647,29.827600
39,5,42.581834,605.733655,0.001651,2.676230,2.582373,5.258603,0.007379,12.067200
40,5,42.581834,605.733655,0.001651,2.676230,2.582373,5.258603,0.007379,12.067200
41,5,42.560222,542.109564,0.001845,2.676230,2.998081,5.674312,0.006597,11.380800
42,6,42.645451,664.387210,0.001505,2.060547,2.646316,4.706863,0.008067,11.308400
43,6,42.714930,2437.878212,0.000410,1.504355,2.072712,3.577067,0.029597,29.758400
44,6,42.615455,603.808268,0.001656,2.676230,2.746896,5.423126,0.007344,12.018000
45,6,42.615455,603.808268,0.001656,2.676230,2.746896,5.423126,0.007344,12.018000
46,6,42.573646,541.212370,0.001848,2.676230,3.152351,5.828582,0.006587,11.354800
47,6,42.573646,541.212370,0.001848,2.676230,3.152351,5.828582,0.006587,11.354800
48,7,42.577416,540.313717,0.001851,2.676230,3.304121,5.980352,0.006593,11.348000
