composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.188089,57.504714,0.017390,0.449219,0.000000,0.449219,0.007670,7.670400
2,2,7.129317,57.034534,0.017533,0.449219,0.063477,0.512695,0.007669,7.668800
3,2,7.070109,56.560874,0.017680,0.449219,0.375977,0.825195,0.007672,7.672000
4,2,7.036329,56.290631,0.017765,2.539062,2.089844,4.628906,0.007669,7.668800
5,2,7.037084,56.296670,0.017763,1.230469,0.781250,2.011719,0.007670,7.670400
6,3,7.066849,56.534789,0.017688,0.449219,0.439453,0.888672,0.007674,7.673600
7,3,7.019328,56.154627,0.017808,2.539062,2.153320,4.692383,0.007670,7.670400
8,3,7.010459,56.083674,0.017831,1.230469,0.844727,2.075195,0.007670,7.670400
9,3,7.006717,56.053735,0.017840,2.539062,2.465820,5.004883,0.007670,7.670400
10,3,6.985764,55.886110,0.017894,1.230469,1.157227,2.387695,0.007670,7.670400
11,3,6.997043,55.976347,0.017865,3.320312,2.871094,6.191406,0.007669,7.668800
12,4,7.003456,56.027651,0.017848,2.539062,2.529297,5.068359,0.007672,7.672000
13,4,6.982503,55.860025,0.017902,1.230469,1.220703,2.451172,0.007672,7.672000
14,4,6.980043,55.840343,0.017908,3.320312,2.934570,6.254883,0.007670,7.670400
15,4,6.967431,55.739451,0.017941,3.320312,3.247070,6.567383,0.007670,7.670400
16,5,6.964171,55.713367,0.017949,3.320312,3.310547,6.630859,0.007672,7.672000
