Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,2h,0.000344,53.582967,2910.576117,1.506479,0.519878,0.590707,2,35884,8935,26949,8935,24.902463,280850.341699,59429.883398,4461.767578,35106.292712,7428.735425,557.720947,48978.204375,7470.648750,1487.255859
1,4h,0.000351,52.395898,2847.420097,1.509926,0.519878,0.590707,2,17855,4411,13444,4411,24.721367,562042.251221,117186.502441,8923.535156,70255.281403,14648.312805,1115.441895,98060.722314,14678.644629,2974.511719
1,8h,0.000355,51.815404,2816.164361,1.512641,0.519878,0.590707,2,8910,2194,6716,2194,24.624018,1076664.617627,203626.835254,11898.583984,153809.231090,29089.547893,1699.797712,196225.758193,29094.636387,5949.291992
1,12h,0.000357,51.472454,2802.356831,1.504134,0.519878,0.590707,2,5924,1443,4481,1443,24.375422,1613928.296094,304478.192187,17848.144531,230561.185156,43496.884598,2549.734933,294136.480508,43555.893555,8924.072266
1,24h,0.000359,50.998994,2782.371075,1.509236,0.519878,0.590707,2,2946,703,2243,703,23.964698,3371450.514258,694398.828516,53545.239258,421431.314282,86799.853564,6693.154907,588377.274580,86993.094238,17848.413086
2,2h,0.000344,53.582967,2910.576117,1.506479,0.519878,0.590707,2,35884,8935,26949,8935,24.902463,280850.341699,59429.883398,4461.767578,35106.292712,7428.735425,557.720947,48978.204375,7470.648750,1487.255859
2,4h,0.000351,52.395898,2847.420097,1.509926,0.519878,0.590707,2,17855,4411,13444,4411,24.721367,562042.251221,117186.502441,8923.535156,70255.281403,14648.312805,1115.441895,98060.722314,14678.644629,2974.511719
2,8h,0.000355,51.815404,2816.164361,1.512641,0.519878,0.590707,2,8910,2194,6716,2194,24.624018,1076664.617627,203626.835254,11898.583984,153809.231090,29089.547893,1699.797712,196225.758193,29094.636387,5949.291992
2,12h,0.000357,51.472454,2802.356831,1.504134,0.519878,0.590707,2,5924,1443,4481,1443,24.375422,1613928.296094,304478.192187,17848.144531,230561.185156,43496.884598,2549.734933,294136.480508,43555.893555,8924.072266
2,24h,0.000359,50.998994,2782.371075,1.509236,0.519878,0.590707,2,2946,703,2243,703,23.964698,3371450.514258,694398.828516,53545.239258,421431.314282,86799.853564,6693.154907,588377.274580,86993.094238,17848.413086
3,2h,0.000344,53.569326,2909.429629,1.674889,0.737611,0.788676,3,35888,8934,26954,8934,24.899688,299208.131250,81187.462500,11074.218750,27200.739205,7380.678409,1006.747159,48978.204375,7470.648750,1933.593750
