composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.031776,509.356675,0.001963,0.448283,0.000000,0.448283,0.160832,160.832000
2,2,9.036214,505.425600,0.001979,0.448527,0.088613,0.537140,0.159340,159.448000
3,2,9.020893,481.963392,0.002075,0.447763,0.418274,0.866037,0.152484,153.306000
4,2,9.030498,231.939280,0.004311,1.226988,0.895989,2.122977,0.072946,74.340000
5,2,9.026162,192.552729,0.005193,2.529859,2.405828,4.935687,0.060752,75.040000
6,3,9.020903,481.747731,0.002076,0.447318,0.492360,0.939678,0.152320,153.148000
7,3,9.031044,228.498736,0.004376,1.227731,0.964432,2.192163,0.071812,73.288000
8,3,9.030996,188.964587,0.005292,2.532927,2.484800,5.017727,0.059632,74.016000
9,3,9.036964,203.813720,0.004906,1.228488,1.331667,2.560155,0.063889,66.192000
10,3,9.023388,164.853594,0.006066,2.532081,2.845535,5.377616,0.052036,67.194000
11,3,9.030663,162.370516,0.006159,3.316545,3.298057,6.614602,0.051459,55.942000
12,4,9.028929,203.608226,0.004911,1.227509,1.405480,2.632989,0.063721,66.016000
13,4,9.034690,164.881932,0.006065,2.535149,2.927013,5.462162,0.052064,67.214000
14,4,9.029441,159.334855,0.006276,3.316542,3.373580,6.690122,0.050555,55.094000
15,4,9.022037,135.391213,0.007386,3.308823,3.732433,7.041256,0.043167,48.472000
16,5,9.026416,135.651135,0.007372,3.316507,3.813134,7.129641,0.043295,48.554000
