composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.686695,75.595629,0.013228,0.449219,0.000000,0.449219,0.064709,64.708800
2,2,9.190005,71.500013,0.013986,0.449219,0.065190,0.514409,0.064445,64.444800
3,2,8.412196,49.488886,0.020207,1.230469,0.801482,2.031951,0.050128,42.374800
4,2,8.690720,65.946708,0.015164,0.449219,0.385959,0.835177,0.062818,62.818400
5,2,8.413764,55.710250,0.017950,2.539062,2.143961,4.683023,0.055311,58.919200
6,3,8.664050,65.069579,0.015368,0.449219,0.450737,0.899955,0.062011,62.829600
7,3,8.187483,48.613360,0.020570,1.230469,0.866127,2.096596,0.050118,42.118400
8,3,8.083705,48.207040,0.020744,3.320312,2.945451,6.265764,0.050115,41.062600
9,3,8.270224,55.150864,0.018132,2.539062,2.208970,4.748032,0.055317,58.698000
10,3,8.164634,54.740565,0.018268,2.539062,2.529371,5.068433,0.055318,57.063600
11,3,7.979635,47.804338,0.020919,1.230469,1.186460,2.416929,0.050124,40.496800
12,4,8.135567,53.857095,0.018568,2.539062,2.593658,5.132721,0.054496,57.054400
13,4,7.952838,46.924717,0.021311,1.230469,1.251376,2.481845,0.049312,40.505600
14,4,7.940213,47.648567,0.020987,3.320312,3.010040,6.330352,0.050125,40.850400
15,4,7.834421,47.236209,0.021170,3.320312,3.330883,6.651196,0.050121,39.208800
16,5,7.806693,46.355090,0.021573,3.320312,3.395618,6.715930,0.049304,39.207400
