composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.993401,445.358279,0.002245,0.449219,0.000000,0.449219,0.005171,5.171200
2,2,7.005807,442.595133,0.002259,0.449219,0.063477,0.512695,0.005150,5.153600
3,2,6.980721,203.889842,0.004905,1.230469,0.785605,2.016073,0.002374,2.418400
4,2,7.000799,420.724519,0.002377,0.449219,0.384098,0.833316,0.004897,4.926800
5,2,6.998040,168.858031,0.005922,2.539062,2.107900,4.646962,0.001982,2.441600
6,3,7.000530,420.723465,0.002377,0.449219,0.448734,0.897953,0.004898,4.929200
7,3,6.995811,201.298251,0.004968,1.230469,0.851366,2.081834,0.002352,2.400800
8,3,6.994731,142.089611,0.007038,3.320312,2.895286,6.215599,0.001660,1.810400
9,3,6.996593,165.762944,0.006033,2.539062,2.171839,4.710902,0.001947,2.409600
10,3,6.995521,144.141579,0.006938,2.539062,2.485227,5.024289,0.001682,2.171600
11,3,6.993721,179.613132,0.005568,1.230469,1.170348,2.400816,0.002100,2.174000
12,4,6.995240,144.140477,0.006938,2.539062,2.549863,5.088926,0.001683,2.172000
13,4,6.993439,179.612030,0.005568,1.230469,1.234984,2.465453,0.002100,2.174400
14,4,6.993321,138.996827,0.007194,3.320312,2.959226,6.279538,0.001638,1.791200
15,4,6.992261,117.376230,0.008520,3.320312,3.272613,6.592925,0.001386,1.566000
16,5,6.991980,117.375128,0.008520,3.320312,3.337250,6.657562,0.001387,1.566400
