Workflow_Type,Construction,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
seq_real,1,0.017979,6.952432,55.619458,0.449219,0.762681,0.606884,1
seq_real,16,0.023559,6.975921,42.446279,6.630859,1.000000,1.000000,5
seq_real,13,0.023644,6.937868,42.294068,2.451172,1.000000,0.987269,4
seq_homo,1,0.017979,6.952432,55.619458,0.449219,1.000000,1.000000,1
seq_homo,16,0.017919,6.975921,55.807365,6.630859,1.000000,1.000000,5
seq_homo,4,0.018021,6.936488,55.491904,0.825195,1.000000,1.000000,2
seq_hetero,1,0.002247,6.952432,444.955660,0.449219,0.264040,0.297781,1
seq_hetero,16,0.008432,6.975921,118.598805,6.630859,1.000000,1.000000,5
seq_hetero,15,0.008432,6.975850,118.598522,6.567383,1.000000,0.993750,4
