composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.532959,58.884193,0.016982,0.449219,0.000000,0.449219,0.008038,8.038400
2,2,7.470129,58.397833,0.017124,0.449219,0.066312,0.515531,0.008038,8.038400
3,2,7.372582,57.638855,0.017349,1.230469,0.801608,2.032077,0.008038,8.038400
4,2,7.404871,57.900112,0.017271,0.449219,0.386805,0.836023,0.008038,8.038400
5,2,7.372667,57.636127,0.017350,2.539062,2.144765,4.683827,0.008037,8.036800
6,3,7.401455,57.873454,0.017279,0.449219,0.451336,0.900554,0.008045,8.044800
7,3,7.345360,57.423516,0.017414,1.230469,0.866246,2.096715,0.008042,8.041600
8,3,7.327990,57.300327,0.017452,3.320312,2.944965,6.265277,0.008035,8.035200
9,3,7.351806,57.484584,0.017396,2.539062,2.208387,4.747449,0.008035,8.035200
10,3,7.332734,57.357948,0.017434,2.539062,2.527282,5.066345,0.008030,8.030400
11,3,7.316622,57.209735,0.017480,1.230469,1.186884,2.417353,0.008037,8.036800
12,4,7.329353,57.331479,0.017442,2.539062,2.590908,5.129970,0.008037,8.036800
13,4,7.313186,57.182950,0.017488,1.230469,1.252701,2.483169,0.008042,8.041600
14,4,7.310108,57.160797,0.017495,3.320312,3.009968,6.330280,0.008038,8.038400
15,4,7.291025,57.034115,0.017533,3.320312,3.326699,6.647012,0.008034,8.033600
16,5,7.292666,57.027681,0.017535,3.320312,3.393936,6.714248,0.008046,8.046400
