composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,2,39.444386,2445.362078,0.000409,0.888672,0.537109,1.425781,0.166608,167.150400
2,2,39.444386,2445.362078,0.000409,0.888672,0.537109,1.425781,0.166608,167.150400
3,3,39.440439,2444.437236,0.000409,0.888672,0.683594,1.572266,0.166546,166.984400
4,3,39.440439,2444.437236,0.000409,0.888672,0.683594,1.572266,0.166546,166.984400
5,3,39.286407,2416.161289,0.000414,0.888672,0.683594,1.572266,0.165336,165.899600
6,3,39.286407,2416.161289,0.000414,0.888672,0.683594,1.572266,0.165336,165.899600
7,3,39.299379,2433.487482,0.000411,1.504355,1.152793,2.657148,0.166195,166.723600
8,3,39.299379,2433.487482,0.000411,1.504355,1.152793,2.657148,0.166195,166.723600
9,3,39.132477,2346.321293,0.000426,0.888672,1.074219,1.962891,0.161133,162.217600
10,3,39.030375,721.939140,0.001385,2.060547,1.708984,3.769531,0.049525,66.769600
11,3,39.030375,721.939140,0.001385,2.060547,1.708984,3.769531,0.049525,66.769600
12,4,39.282460,2415.236447,0.000414,0.888672,0.830078,1.718750,0.165274,165.733600
13,4,39.282460,2415.236447,0.000414,0.888672,0.830078,1.718750,0.165274,165.733600
14,4,39.295432,2432.562640,0.000411,1.504355,1.299277,2.803633,0.166133,166.557600
15,4,39.295432,2432.562640,0.000411,1.504355,1.299277,2.803633,0.166133,166.557600
16,4,39.128530,2345.396451,0.000426,0.888672,1.220703,2.109375,0.161071,162.051600
17,4,39.128530,2345.396451,0.000426,0.888672,1.220703,2.109375,0.161071,162.051600
18,4,39.143056,2404.392678,0.000416,1.504355,1.299277,2.803633,0.164936,165.485600
19,4,39.143056,2404.392678,0.000416,1.504355,1.299277,2.803633,0.164936,165.485600
20,4,39.026428,721.014298,0.001387,2.060547,1.855469,3.916016,0.049463,66.603600
21,4,38.917325,600.463219,0.001665,2.676230,2.324668,5.000898,0.041178,66.707600
22,4,39.026428,721.014298,0.001387,2.060547,1.855469,3.916016,0.049463,66.603600
23,4,38.917325,600.463219,0.001665,2.676230,2.324668,5.000898,0.041178,66.707600
24,4,39.000148,700.914479,0.001427,2.060547,1.855469,3.916016,0.048202,65.467600
25,4,39.000148,700.914479,0.001427,2.060547,1.855469,3.916016,0.048202,65.467600
26,4,38.980306,639.656115,0.001563,2.060547,2.246094,4.306641,0.044101,61.888000
27,4,38.993807,2334.852201,0.000428,1.504355,1.689902,3.194258,0.160746,161.816400
28,5,39.124583,2344.471609,0.000427,0.888672,1.367188,2.255859,0.161008,161.885600
29,5,39.139109,2403.467836,0.000416,1.504355,1.445762,2.950117,0.164874,165.319600
30,5,39.139109,2403.467836,0.000416,1.504355,1.445762,2.950117,0.164874,165.319600
31,5,38.913378,599.538377,0.001668,2.676230,2.471152,5.147383,0.041116,66.541600
32,5,38.913378,599.538377,0.001668,2.676230,2.471152,5.147383,0.041116,66.541600
33,5,38.996201,699.989637,0.001429,2.060547,2.001953,4.062500,0.048140,65.301600
34,5,38.996201,699.989637,0.001429,2.060547,2.001953,4.062500,0.048140,65.301600
35,5,38.976359,638.731273,0.001566,2.060547,2.392578,4.453125,0.044039,61.722000
36,5,38.976359,638.731273,0.001566,2.060547,2.392578,4.453125,0.044039,61.722000
37,5,38.989859,2333.927359,0.000428,1.504355,1.836387,3.340742,0.160683,161.650400
38,5,38.989859,2333.927359,0.000428,1.504355,1.836387,3.340742,0.160683,161.650400
39,5,38.887098,579.438558,0.001726,2.676230,2.471152,5.147383,0.039855,65.405600
40,5,38.887098,579.438558,0.001726,2.676230,2.471152,5.147383,0.039855,65.405600
41,5,38.867256,518.180194,0.001930,2.676230,2.861777,5.538008,0.035754,61.826000
42,6,38.972412,637.806431,0.001568,2.060547,2.539062,4.599609,0.043976,61.556000
43,6,38.985912,2333.002517,0.000429,1.504355,1.982871,3.487227,0.160621,161.484400
44,6,38.883151,578.513716,0.001729,2.676230,2.617637,5.293867,0.039793,65.239600
45,6,38.883151,578.513716,0.001729,2.676230,2.617637,5.293867,0.039793,65.239600
46,6,38.863309,517.255352,0.001933,2.676230,3.008262,5.684492,0.035692,61.660000
47,6,38.863309,517.255352,0.001933,2.676230,3.008262,5.684492,0.035692,61.660000
48,7,38.859362,516.330510,0.001937,2.676230,3.154746,5.830977,0.035630,61.494000
